1,0.492598904,0.477122877,0.534163877,0.537497101,avg,0.560089147,0.519114207,0.604829128,0.620263209
,,,,,,0.617307165,0.557257058,0.659235116,0.657571082
2,0.698410215,0.638015937,0.656801997,0.744116529,,0.823106528,0.757440875,0.8777487,0.857423464
,,,,,,,,,
3,0.747847902,0.637592586,0.690380824,0.69502824,,,,,
,,,,,,,,,
4,0.531912398,0.544059428,0.565648427,0.59528155,,,,,
,,,,,,,,,
5,0.614819767,0.657643519,0.629378579,0.61480394,,,,,
,,,,,,,,,
6,0.559212879,0.589295459,0.638463738,0.701357671,,,,,
,,,,,,,,,
7,0.677087376,0.725312877,0.755956219,0.689419402,,,,,
,,,,,,,,,
8,0.523808097,0.51635618,0.538343208,0.582654983,,,,,
,,,,,,,,,
9,0.702073928,0.648071669,0.764277928,0.789473007,,,,,
,,,,,,,,,
10,0.61805577,0.57643087,0.691858933,0.694750868,,,,,
,,,,,,,,,
11,0.560503577,0.519865928,0.589596421,0.637783787,,,,,
,,,,,,,,,
12,0.613950884,0.55054826,0.659235116,0.643221402,,,,,
,,,,,,,,,
13,0.574815631,0.557257058,0.638663567,0.613832656,,,,,
,,,,,,,,,
14,0.592794572,0.528284562,0.680520878,0.680491231,,,,,
,,,,,,,,,
15,0.571860637,0.604847649,0.61831294,0.714689873,,,,,
,,,,,,,,,
16,0.540621495,0.514936895,0.632985382,0.629465936,,,,,
,,,,,,,,,
17,0.47136736,0.362845802,0.582670909,0.599880375,,,,,
,,,,,,,,,
18,0.461382343,0.457285418,0.551593428,0.613289745,,,,,
,,,,,,,,,
19,0.518067249,0.62065116,0.471346944,0.500708476,,,,,
,,,,,,,,,
20,0.685397871,0.667109361,0.749381372,0.770035348,,,,,
,,,,,,,,,
21,0.606467719,0.569036536,0.598788392,0.628466707,,,,,
,,,,,,,,,
22,0.596552879,0.553027666,0.600738271,0.642151331,,,,,
,,,,,,,,,
23,0.557931908,0.612240007,0.637447539,0.624398346,,,,,
,,,,,,,,,
24,0.639335528,0.665420898,0.685243731,0.66451508,,,,,
,,,,,,,,,
25,0.731830495,0.711598409,0.702684914,0.709963805,,,,,
,,,,,,,,,
26,0.483653301,0.444957007,0.649217152,0.629267224,,,,,
,,,,,,,,,
27,0.637855056,0.549885173,0.636718329,0.604162638,,,,,
,,,,,,,,,
28,0.71643506,0.579555604,0.667354465,0.665596037,,,,,
,,,,,,,,,
29,0.605411483,0.497919822,0.547358587,0.60021724,,,,,
,,,,,,,,,
30,0.602829293,0.50938431,0.584288913,0.633134514,,,,,
,,,,,,,,,
31,0.552294438,0.580457708,0.675526163,0.663848772,,,,,
,,,,,,,,,
32,0.687033165,0.600984001,0.653067097,0.658617054,,,,,
,,,,,,,,,
33,0.563337985,0.637248202,0.685594507,0.688536637,,,,,
,,,,,,,,,
34,0.530116559,0.530390949,0.528353503,0.506081474,,,,,
,,,,,,,,,
35,0.603558484,0.591952707,0.705713493,0.71875436,,,,,
,,,,,,,,,
36,0.688451481,0.619789179,0.637889589,0.632948087,,,,,
,,,,,,,,,
37,0.617307165,0.636476067,0.645471402,0.638374629,,,,,
,,,,,,,,,
38,0.545979604,0.515984851,0.636852284,0.633527163,,,,,
,,,,,,,,,
39,0.706680562,0.60044003,0.701440489,0.660586423,,,,,
,,,,,,,,,
40,0.671992832,0.526665217,0.65404641,0.662118383,,,,,
,,,,,,,,,
41,0.680797326,0.592823915,0.54150249,0.564682604,,,,,
,,,,,,,,,
42,0.616699175,0.667335233,0.606377208,0.681591116,,,,,
,,,,,,,,,
